sub,Age,Genre,Langue[1],Langue[2],Langue[3],lateralite[1],lateralite[2],lateralite[3],niveauetudes[1],niveauetudes[2],niveauetudes[3],niveauetudes[4],UPPS[1],UPPS[2],UPPS[3],UPPS[4],UPPS[5],UPPS[6],UPPS[7],UPPS[8],UPPS[9],UPPS[10],UPPS[11],UPPS[12],UPPS[13],UPPS[14],UPPS[15],UPPS[16],UPPS[17],UPPS[18],UPPS[19],UPPS[20],UPPS[21],UPPS[22],UPPS[23],UPPS[24],UPPS[25],UPPS[26],UPPS[27],UPPS[28],UPPS[29],UPPS[30],UPPS[31],UPPS[32],UPPS[33],UPPS[34],UPPS[35],UPPS[36],UPPS[37],UPPS[38],UPPS[39],UPPS[40],UPPS[41],UPPS[42],UPPS[43],UPPS[44],UPPS[45],QABB[1],QABB[2],QABB[3],QABB[4],QABB[5],QABB[6],QABB[7],QABB[8],QABB[9],QABB[10],QABB[11],QABB[12],QABB[13],QABB[14],QABB[15],QABB[16],QABB[17],QABB[18],QABB[19],PMPUQSV[1],PMPUQSV[2],PMPUQSV[3],PMPUQSV[4],PMPUQSV[5],PMPUQSV[6],PMPUQSV[7],PMPUQSV[8],PMPUQSV[9],PMPUQSV[10],PMPUQSV[11],PMPUQSV[12],PMPUQSV[13],PMPUQSV[14],PMPUQSV[15],PCLS[1],PCLS[2],PCLS[3],PCLS[4],PCLS[5],PCLS[6],PCLS[7],PCLS[8],PCLS[9],PCLS[10],PCLS[11],PCLS[12],PCLS[13],PCLS[14],PCLS[15],PCLS[16],PCLS[17],OCIR[1],OCIR[2],OCIR[3],OCIR[4],OCIR[5],OCIR[6],OCIR[7],OCIR[8],OCIR[9],OCIR[10],OCIR[11],OCIR[12],OCIR[13],OCIR[14],OCIR[15],OCIR[16],OCIR[17],OCIR[18],IAT[1],IAT[2],IAT[3],IAT[4],IAT[5],IAT[6],IAT[7],IAT[8],IAT[9],IAT[10],IAT[11],IAT[12],IAT[13],IAT[14],IAT[15],IAT[16],IAT[17],IAT[18],IAT[19],IAT[20],EAT26[1],EAT26[2],EAT26[3],EAT26[4],EAT26[5],EAT26[6],EAT26[7],EAT26[8],EAT26[9],EAT26[10],EAT26[11],EAT26[12],EAT26[13],EAT26[14],EAT26[15],EAT26[16],EAT26[17],EAT26[18],EAT26[19],EAT26[20],EAT26[21],EAT26[22],EAT26[23],EAT26[24],EAT26[25],EAT26[26],COHS[1],COHS[2],COHS[3],COHS[4],COHS[5],COHS[6],COHS[7],COHS[8],COHS[9],COHS[10],COHS[11],COHS[12],COHS[13],COHS[14],COHS[15],COHS[16],COHS[17],COHS[18],COHS[19],COHS[20],COHS[21],COHS[22],COHS[23],COHS[24],COHS[25],COHS[26],COHS[27],STAIT[1],STAIT[2],STAIT[3],STAIT[4],STAIT[5],STAIT[6],STAIT[7],STAIT[8],STAIT[9],STAIT[10],STAIT[11],STAIT[12],STAIT[13],STAIT[14],STAIT[15],STAIT[16],STAIT[17],STAIT[18],STAIT[19],STAIT[20],STAIS[1],STAIS[2],STAIS[3],STAIS[4],STAIS[5],STAIS[6],STAIS[7],STAIS[8],STAIS[9],STAIS[10],STAIS[11],STAIS[12],STAIS[13],STAIS[14],STAIS[15],STAIS[16],STAIS[17],STAIS[18],STAIS[19],STAIS[20],PSS[1],PSS[2],PSS[3],PSS[4],PSS[5],PSS[6],PSS[7],PSS[8],PSS[9],PSS[10],CESD[1],CESD[2],CESD[3],CESD[4],CESD[5],CESD[6],CESD[7],CESD[8],CESD[9],CESD[10],CESD[11],CESD[12],CESD[13],CESD[14],CESD[15],CESD[16],CESD[17],CESD[18],CESD[19],CESD[20],UPPS_urgency,UPPS_premeditation,UPPS_perseverance,UPPS_sensation,QABB_total,PMPUQSV_total,PMPUQSV_dangerous,PMPUQSV_prohibited,PMPUQSV_dependant,PCLS_total,PCLS_intrusion,PCLS_evitement,PCLS_hyperstimulation,EAT26_total,EAT26_dieting,EAT26_bulimia,EAT26_oral_control,IAT_total,IAT_salience,IAT_excessive_use,IAT_neglect_work,IAT_anticipation,IAT_lack_control,IAT_neglect_social_life,OCIR_total,OCIR_Washing,OCIR_obsessing,OCIR_hoarding,OCIR_ordering,OCIR_checking,OCIR_neutralising,STAIT_total,STAIS_total,PSS_total,COHS_routine,COHS_automaticity,CESD_total
30,19,M,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,2,4,3,2,2,4,3,3,1,3,3,1,2,4,4,1,1,4,3,2,4,2,1,3,4,2,2,3,3,1,2,3,3,2,2,3,4,4,1,1,4,4,2,4,3,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,2,1,2,3,1,3,2,1,1,1,1,1,1,1,1,2,1,3,3,2,1,3,1,1,2,2,2,2,1,3,1,2,0,1,2,1,0,0,0,0,2,0,0,1,2,0,1,2,0,0,4,4,3,1,2,2,4,4,1,4,2,2,1,2,1,4,3,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,4,1,2,1,4,2,5,4,4,4,2,2,4,4,3,4,4,5,4,3,1,4,4,4,5,4,2,3,3,4,2,4,3,3,4,3,2,4,3,3,3,3,3,4,3,2,2,3,3,4,2,3,4,2,3,2,2,3,1,3,3,2,3,4,3,2,3,4,5,3,3,4,2,4,4,4,2,0,1,0,1,1,2,1,1,1,3,2,2,2,0,2,2,1,0,3,40,17,20,42,9,1.466666667,1,1.6,1.8,32,11,12,9,6,3,2,1,50,10,14,7,6,9,4,12,0,1,2,5,1,3,61,54,36,53,39,27
31,20,F,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,2,4,3,1,2,3,3,3,2,3,4,1,2,3,3,1,1,3,3,2,4,2,2,3,3,2,2,3,4,2,2,4,4,2,2,3,4,3,2,2,3,4,2,4,4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,NA,4,3,NA,4,2,1,1,3,NA,1,1,NA,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,2,1,0,4,3,3,3,0,0,4,3,2,2,1,0,3,5,5,1,1,1,4,5,4,1,4,4,5,1,5,1,5,5,1,1,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,2,5,1,5,2,1,5,5,2,5,1,1,1,1,5,1,4,5,1,5,1,5,1,5,1,2,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,2,2,2,3,2,1,1,2,1,2,3,2,1,3,2,2,3,1,2,2,5,5,5,4,4,5,4,4,5,5,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,38,21,19,43,8,2.090909091,1,2.2,2.2,84,25,34,25,10,5,1,1,60,12,17,9,9,11,2,37,0,11,9,7,8,2,74,39,46,24,51,55
32,22,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,2,2,3,4,3,2,4,3,2,2,3,4,2,1,3,3,1,4,2,2,3,4,2,2,3,4,2,2,3,4,2,2,3,4,3,2,2,3,4,2,4,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,NA,1,4,NA,4,3,1,1,1,NA,1,1,NA,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,1,0,0,2,2,0,3,2,0,3,0,0,0,4,0,3,0,0,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,0,0,3,2,0,0,0,0,0,5,4,1,4,4,4,5,4,1,5,1,4,3,4,3,4,4,2,1,5,4,5,1,1,1,1,4,1,1,2,1,2,2,1,1,2,2,1,3,1,3,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,2,4,4,1,4,2,1,0,0,1,1,0,1,0,2,0,0,2,1,0,2,1,3,0,0,0,1,36,20,21,45,5,2,1,1.8,2.4,22,6,9,7,12,3,2,7,27,5,5,7,2,6,2,19,0,3,6,8,0,2,31,23,25,62,23,15
33,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,2,2,3,3,3,1,3,4,2,2,3,3,2,2,3,4,2,3,2,2,4,3,2,2,3,3,2,1,3,4,2,1,4,4,3,2,2,4,4,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,4,3,2,1,3,3,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,0,2,1,0,0,1,2,1,1,0,0,1,3,1,0,0,0,1,4,2,0,0,2,2,1,2,1,3,2,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,2,4,2,4,2,2,4,3,4,3,4,2,1,3,2,2,2,3,2,3,3,2,3,2,3,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,4,2,3,3,2,3,1,2,2,2,0,0,0,1,1,0,0,2,0,1,1,1,0,0,0,2,0,0,0,1,38,19,22,41,2,2.066666667,1.6,1.8,2.8,20,6,9,5,2,0,0,2,31,7,11,5,3,5,0,14,0,3,5,2,4,0,45,27,24,54,36,10
34,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,2,2,3,4,3,2,4,3,2,2,3,3,2,2,3,4,2,4,2,2,4,3,1,2,3,4,2,2,3,3,1,2,3,4,3,2,2,4,4,2,4,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,NA,1,3,NA,4,2,1,1,2,NA,2,1,NA,3,3,4,1,3,2,1,1,1,1,1,1,1,2,2,2,1,1,1,3,3,0,2,2,0,0,2,0,4,2,2,0,1,0,2,0,4,1,1,1,2,2,1,1,1,3,1,1,2,1,1,2,1,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,3,5,4,5,1,5,5,5,4,5,3,4,3,3,3,1,5,4,1,5,1,4,4,4,1,5,4,2,2,3,1,1,3,3,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,3,2,2,2,2,1,1,0,0,0,3,2,2,0,3,2,0,0,3,3,0,0,3,3,0,0,0,38,22,20,43,3,2,1,2.2,2,28,13,7,8,10,3,1,6,30,8,9,4,2,5,2,24,8,4,3,6,3,0,33,24,17,67,30,24
35,25,F,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,2,3,3,2,1,4,3,3,2,4,3,2,2,4,4,2,2,3,3,1,3,2,2,4,3,1,1,4,3,1,2,4,3,2,2,4,3,4,1,2,3,3,1,3,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,2,1,4,2,4,1,3,1,1,1,1,1,1,1,1,3,3,4,1,1,4,1,1,1,2,4,5,4,4,0,1,2,1,1,2,1,0,1,0,0,3,2,1,0,0,1,3,5,3,0,1,1,4,4,4,4,3,4,0,2,4,1,5,4,4,2,1,2,0,3,3,0,0,0,0,0,2,3,0,0,0,3,0,0,0,3,0,0,3,3,1,0,1,5,4,5,3,2,2,4,5,4,3,5,3,3,3,3,4,5,5,5,5,3,4,5,2,5,5,3,2,3,3,3,3,3,3,4,4,2,3,4,3,3,3,3,2,4,3,4,2,2,2,3,4,3,4,3,3,2,4,4,3,2,2,2,4,3,3,2,4,4,4,3,3,4,4,3,5,5,3,1,2,2,3,3,3,3,2,2,2,2,0,1,1,1,0,2,3,1,42,19,20,37,5,1.8,1.6,1.6,2.2,41,9,13,19,27,14,7,3,56,8,17,12,8,10,1,19,2,8,3,3,2,1,62,57,39,57,48,37
36,21,F,Oui,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,2,3,3,2,2,3,3,3,2,3,3,2,2,3,4,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,3,3,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,1,4,3,3,1,3,3,1,3,1,2,4,3,4,4,4,2,4,4,2,3,1,1,5,3,4,4,2,2,1,4,1,1,4,3,0,4,0,0,3,3,1,4,0,0,3,3,3,1,3,1,2,2,3,3,3,3,3,1,2,3,3,2,1,1,2,3,0,0,0,0,0,0,0,2,2,2,0,1,0,2,0,0,1,0,0,0,0,2,2,0,1,5,3,2,3,4,2,4,4,3,5,2,4,3,4,3,4,4,4,4,4,4,2,4,4,4,4,4,2,4,3,4,2,4,2,2,4,3,3,4,4,2,3,3,4,3,3,4,3,2,3,3,3,2,3,3,3,3,3,3,3,1,2,2,4,4,3,3,4,4,5,3,3,5,3,4,5,5,2,2,2,0,2,2,2,2,1,3,3,2,2,2,1,1,3,3,3,3,34,22,22,38,3,2.2,1.8,1.8,3,54,19,17,18,18,11,4,1,45,11,11,8,5,6,4,34,1,10,8,12,2,1,63,56,41,58,39,41
37,21,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,3,3,2,1,3,3,3,1,3,3,2,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,4,2,2,4,3,2,2,3,3,3,2,2,3,3,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,NA,2,3,1,3,3,3,NA,3,3,2,2,NA,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,3,2,2,2,2,2,2,1,3,0,2,2,3,3,3,1,3,1,5,3,0,0,2,3,1,3,1,2,3,2,1,3,1,4,2,2,2,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,4,4,4,3,3,4,5,3,5,5,4,5,4,4,3,5,5,4,4,5,2,3,3,4,4,3,4,2,2,3,3,2,3,2,3,3,2,1,2,2,2,2,3,3,4,1,3,1,1,1,3,2,1,2,2,1,2,2,2,1,1,2,3,3,2,2,2,3,3,3,3,3,4,2,3,3,3,0,0,0,1,2,1,2,2,0,2,1,1,0,0,0,2,0,0,0,1,36,19,22,37,3,2.583333333,2.333333333,2.25,3,22,5,10,7,12,8,0,1,41,8,14,7,4,8,0,37,7,5,8,8,6,3,48,36,30,66,40,15
38,25,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,1,2,4,3,3,2,3,3,1,2,3,4,2,2,3,3,2,4,2,2,3,3,2,2,3,3,2,2,4,4,2,2,3,4,3,2,2,3,4,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,1,3,1,3,3,1,1,3,1,1,3,1,1,4,2,3,4,2,2,2,1,3,3,2,1,2,3,2,3,3,0,2,1,0,0,3,1,0,0,0,0,2,1,0,0,0,0,1,4,2,1,1,2,3,1,3,1,2,2,2,1,1,1,2,2,1,1,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,5,4,2,5,3,3,4,2,2,1,1,4,2,1,4,4,2,3,2,3,1,2,3,4,1,5,4,2,2,3,3,3,3,2,1,3,2,3,3,3,4,2,2,2,2,2,3,3,4,3,2,2,3,3,3,4,3,3,3,2,2,3,3,3,2,2,3,3,3,4,2,3,4,3,3,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,1,1,2,37,22,20,41,6,1.8,1,1.4,3,42,15,14,13,10,6,1,1,34,7,9,7,3,6,2,11,0,6,2,1,2,0,50,56,30,51,26,31
39,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,1,1,4,4,3,2,4,3,1,2,4,3,1,2,4,4,2,4,1,2,3,3,1,2,3,3,1,1,3,4,1,2,3,3,3,2,2,4,4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,1,3,1,1,2,3,1,1,3,1,2,2,2,1,1,1,1,1,1,1,4,1,1,2,1,3,1,1,0,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,2,0,1,0,0,1,0,0,1,1,3,0,3,0,3,0,0,1,0,0,0,1,0,0,0,0,5,5,5,4,2,3,4,5,4,4,4,5,4,3,4,2,5,5,2,5,4,2,2,5,5,5,3,2,2,3,2,1,4,4,2,3,2,2,3,4,4,2,2,2,3,3,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,4,5,4,2,3,5,3,3,5,3,0,1,0,0,2,0,0,1,0,0,0,0,2,0,1,2,0,1,0,0,41,20,15,41,0,1.933333333,1,2,2.8,25,7,10,8,17,8,3,3,27,7,7,5,2,4,2,8,2,1,1,2,2,0,52,26,37,66,40,10
40,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,1,2,3,3,4,2,3,4,1,1,3,3,1,2,3,3,2,4,2,2,4,3,1,1,3,4,2,2,3,3,2,2,3,3,4,2,2,3,3,2,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,1,3,1,3,3,1,1,3,2,1,2,1,1,2,1,1,2,1,3,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,3,1,2,2,3,1,3,2,3,1,2,3,3,1,4,2,1,2,3,2,2,3,2,3,2,1,2,3,1,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,4,2,2,5,2,3,1,2,4,2,1,2,3,3,4,1,5,4,2,4,2,3,4,2,2,3,3,2,2,4,3,2,3,2,2,3,3,4,2,2,2,2,3,3,2,3,2,2,2,1,3,2,3,2,3,2,3,2,2,2,3,1,2,1,3,4,4,3,3,2,2,3,3,2,0,1,0,1,1,1,0,2,0,2,2,1,0,0,0,1,0,1,0,0,36,20,20,40,3,1.866666667,1.4,1.4,2.8,26,7,10,9,3,2,0,1,42,8,12,7,4,8,3,36,9,4,6,7,4,6,52,43,29,44,30,13
41,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,2,1,3,3,3,1,4,4,1,2,4,4,1,1,3,4,1,4,2,1,4,4,1,1,3,4,2,1,3,4,1,1,3,3,3,1,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,3,1,NA,3,1,1,3,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,3,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,4,1,1,3,1,2,1,2,1,2,1,1,1,1,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,5,5,3,4,2,5,5,2,1,4,2,5,5,5,5,3,5,5,2,5,3,3,2,4,2,4,5,2,2,2,2,2,2,3,1,3,2,1,2,2,3,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,3,2,2,2,1,2,2,4,4,4,3,4,4,3,4,4,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,38,13,17,43,1,1.769230769,1,1.5,3,20,6,7,7,11,6,0,4,31,8,9,3,5,4,2,9,1,0,1,2,5,0,39,35,37,75,26,5
42,19,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,1,3,4,1,1,3,3,3,1,3,4,1,1,3,4,1,1,3,4,2,4,1,1,4,3,1,1,4,4,2,1,3,3,1,1,4,4,3,2,1,4,4,2,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,4,1,3,2,4,1,3,2,1,3,1,2,1,2,2,3,1,1,2,1,1,2,1,3,2,2,3,1,3,0,3,4,4,2,1,0,1,3,0,3,3,2,0,4,0,3,0,4,1,1,1,1,2,3,2,1,2,4,2,1,1,1,2,3,1,1,1,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,2,2,0,3,0,0,3,0,1,0,4,5,2,4,1,5,5,4,2,1,2,5,4,4,2,1,1,4,1,5,3,4,1,5,1,2,4,1,2,2,1,2,3,1,4,4,1,2,2,1,3,2,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,3,2,3,2,2,5,1,1,3,4,2,0,0,3,2,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0,39,12,16,45,3,2.266666667,1.8,2,3,31,9,11,11,18,8,4,6,35,7,8,5,7,6,2,33,8,4,2,11,4,4,41,24,26,62,20,15
43,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,4,3,1,1,3,4,4,2,3,3,1,2,3,4,2,2,3,3,2,4,1,2,3,4,2,2,4,3,1,2,3,4,1,2,3,3,3,2,2,4,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,NA,1,NA,1,1,NA,1,1,2,NA,1,3,5,3,3,4,1,2,1,1,1,5,1,3,3,2,3,1,2,0,3,4,0,1,2,2,0,3,0,2,3,3,0,3,0,0,2,3,1,0,1,1,1,1,2,0,1,1,1,1,4,1,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,5,5,2,4,4,5,4,2,5,1,2,1,2,4,1,5,1,5,3,3,4,4,4,3,3,2,1,2,4,1,2,2,2,2,2,2,1,2,1,1,2,2,3,1,4,2,2,2,4,3,4,3,3,1,2,2,2,3,1,2,2,4,2,1,2,5,5,4,4,2,3,2,2,2,3,3,0,1,2,0,2,0,1,1,0,0,1,0,1,1,3,1,2,3,1,37,20,18,43,2,1.454545455,1,2.666666667,1,41,16,14,11,12,7,0,2,27,5,10,3,2,6,1,28,3,7,5,10,3,0,39,47,32,48,40,23
44,21,F,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,1,4,4,2,1,4,4,3,1,3,3,2,2,4,3,1,2,4,4,2,3,2,2,4,3,2,2,4,4,2,1,3,3,2,2,4,4,3,2,2,4,3,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,3,1,NA,2,2,4,1,2,NA,1,2,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,5,3,1,0,0,1,1,0,0,0,1,1,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,1,4,1,3,4,5,5,1,1,4,4,2,4,1,4,2,1,3,1,2,1,3,1,1,4,2,1,3,1,1,2,2,1,1,2,1,3,3,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,2,2,3,1,2,2,3,2,3,2,3,2,1,2,3,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,44,18,21,42,1,2,4,1.8,1.8,20,7,7,6,2,0,1,1,22,1,10,1,2,7,1,8,2,0,0,5,1,0,34,33,22,50,19,8
45,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,3,2,2,3,3,3,2,3,3,2,2,4,4,1,2,3,3,2,3,2,1,3,3,1,2,4,4,2,2,3,4,2,2,3,4,3,2,2,3,4,2,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,1,4,2,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,2,0,4,0,2,0,0,0,3,0,1,0,2,0,4,4,1,1,2,2,0,1,1,4,3,2,1,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,4,3,5,2,4,2,2,2,2,4,3,4,3,4,2,5,2,3,1,3,4,2,3,1,1,2,3,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,4,3,3,4,2,2,4,4,4,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,38,21,20,42,5,1.666666667,1.4,1.8,1.8,17,5,7,5,3,0,0,3,38,9,13,4,3,7,2,16,4,0,7,5,0,0,31,22,33,51,31,9
46,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,4,1,2,3,4,4,2,3,3,1,2,4,3,1,2,4,3,2,4,1,2,4,4,2,2,4,4,2,2,4,4,1,2,4,3,3,2,2,4,4,1,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,3,1,1,3,4,4,4,1,1,3,1,1,2,1,2,5,5,3,5,5,5,5,2,5,5,1,5,4,5,3,5,5,2,4,1,1,1,4,3,0,4,0,2,4,2,0,1,0,3,3,4,4,1,4,2,1,5,3,1,2,3,1,2,2,2,4,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,4,2,2,2,2,2,5,1,1,1,4,2,4,1,4,1,5,2,5,2,1,1,4,2,1,2,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,5,5,5,4,5,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,3,3,3,3,3,43,22,18,44,9,2.133333333,1.6,1.8,3,73,23,28,22,6,2,2,2,46,8,12,5,8,8,5,35,6,11,7,6,4,1,76,75,46,41,23,56
47,22,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,3,1,2,4,4,3,2,4,3,1,2,3,3,2,2,3,3,2,3,2,2,3,4,2,2,3,4,2,2,4,3,1,2,3,3,3,2,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,NA,1,3,NA,3,3,NA,1,3,NA,1,2,NA,2,3,1,3,3,4,3,3,1,1,2,4,1,2,1,2,2,1,0,2,1,0,0,2,1,1,2,0,1,2,2,1,0,0,0,1,4,0,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,3,1,1,5,3,5,3,3,1,1,2,2,2,2,4,4,2,5,1,3,3,4,3,2,4,1,2,3,2,2,2,1,1,3,2,3,4,2,3,2,3,3,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,4,3,2,2,2,1,2,3,2,0,0,0,2,0,0,0,2,0,0,1,2,0,2,0,2,0,0,0,0,39,22,19,39,3,2.2,NA,1.6,2.8,37,14,15,8,3,1,0,2,28,6,9,3,2,6,2,16,1,5,3,3,4,0,45,27,23,51,26,11
