sub,Age,Genre,Langue[1],Langue[2],Langue[3],lateralite[1],lateralite[2],lateralite[3],niveauetudes[1],niveauetudes[2],niveauetudes[3],niveauetudes[4],UPPS[1],UPPS[2],UPPS[3],UPPS[4],UPPS[5],UPPS[6],UPPS[7],UPPS[8],UPPS[9],UPPS[10],UPPS[11],UPPS[12],UPPS[13],UPPS[14],UPPS[15],UPPS[16],UPPS[17],UPPS[18],UPPS[19],UPPS[20],UPPS[21],UPPS[22],UPPS[23],UPPS[24],UPPS[25],UPPS[26],UPPS[27],UPPS[28],UPPS[29],UPPS[30],UPPS[31],UPPS[32],UPPS[33],UPPS[34],UPPS[35],UPPS[36],UPPS[37],UPPS[38],UPPS[39],UPPS[40],UPPS[41],UPPS[42],UPPS[43],UPPS[44],UPPS[45],QABB[1],QABB[2],QABB[3],QABB[4],QABB[5],QABB[6],QABB[7],QABB[8],QABB[9],QABB[10],QABB[11],QABB[12],QABB[13],QABB[14],QABB[15],QABB[16],QABB[17],QABB[18],QABB[19],PMPUQSV[1],PMPUQSV[2],PMPUQSV[3],PMPUQSV[4],PMPUQSV[5],PMPUQSV[6],PMPUQSV[7],PMPUQSV[8],PMPUQSV[9],PMPUQSV[10],PMPUQSV[11],PMPUQSV[12],PMPUQSV[13],PMPUQSV[14],PMPUQSV[15],PCLS[1],PCLS[2],PCLS[3],PCLS[4],PCLS[5],PCLS[6],PCLS[7],PCLS[8],PCLS[9],PCLS[10],PCLS[11],PCLS[12],PCLS[13],PCLS[14],PCLS[15],PCLS[16],PCLS[17],OCIR[1],OCIR[2],OCIR[3],OCIR[4],OCIR[5],OCIR[6],OCIR[7],OCIR[8],OCIR[9],OCIR[10],OCIR[11],OCIR[12],OCIR[13],OCIR[14],OCIR[15],OCIR[16],OCIR[17],OCIR[18],IAT[1],IAT[2],IAT[3],IAT[4],IAT[5],IAT[6],IAT[7],IAT[8],IAT[9],IAT[10],IAT[11],IAT[12],IAT[13],IAT[14],IAT[15],IAT[16],IAT[17],IAT[18],IAT[19],IAT[20],EAT26[1],EAT26[2],EAT26[3],EAT26[4],EAT26[5],EAT26[6],EAT26[7],EAT26[8],EAT26[9],EAT26[10],EAT26[11],EAT26[12],EAT26[13],EAT26[14],EAT26[15],EAT26[16],EAT26[17],EAT26[18],EAT26[19],EAT26[20],EAT26[21],EAT26[22],EAT26[23],EAT26[24],EAT26[25],EAT26[26],COHS[1],COHS[2],COHS[3],COHS[4],COHS[5],COHS[6],COHS[7],COHS[8],COHS[9],COHS[10],COHS[11],COHS[12],COHS[13],COHS[14],COHS[15],COHS[16],COHS[17],COHS[18],COHS[19],COHS[20],COHS[21],COHS[22],COHS[23],COHS[24],COHS[25],COHS[26],COHS[27],STAIT[1],STAIT[2],STAIT[3],STAIT[4],STAIT[5],STAIT[6],STAIT[7],STAIT[8],STAIT[9],STAIT[10],STAIT[11],STAIT[12],STAIT[13],STAIT[14],STAIT[15],STAIT[16],STAIT[17],STAIT[18],STAIT[19],STAIT[20],STAIS[1],STAIS[2],STAIS[3],STAIS[4],STAIS[5],STAIS[6],STAIS[7],STAIS[8],STAIS[9],STAIS[10],STAIS[11],STAIS[12],STAIS[13],STAIS[14],STAIS[15],STAIS[16],STAIS[17],STAIS[18],STAIS[19],STAIS[20],PSS[1],PSS[2],PSS[3],PSS[4],PSS[5],PSS[6],PSS[7],PSS[8],PSS[9],PSS[10],CESD[1],CESD[2],CESD[3],CESD[4],CESD[5],CESD[6],CESD[7],CESD[8],CESD[9],CESD[10],CESD[11],CESD[12],CESD[13],CESD[14],CESD[15],CESD[16],CESD[17],CESD[18],CESD[19],CESD[20],UPPS_urgency,UPPS_premeditation,UPPS_perseverance,UPPS_sensation,QABB_total,PMPUQSV_total,PMPUQSV_dangerous,PMPUQSV_prohibited,PMPUQSV_dependant,PCLS_total,PCLS_intrusion,PCLS_evitement,PCLS_hyperstimulation,EAT26_total,EAT26_dieting,EAT26_bulimia,EAT26_oral_control,IAT_total,IAT_salience,IAT_excessive_use,IAT_neglect_work,IAT_anticipation,IAT_lack_control,IAT_neglect_social_life,OCIR_total,OCIR_Washing,OCIR_obsessing,OCIR_hoarding,OCIR_ordering,OCIR_checking,OCIR_neutralising,STAIT_total,STAIS_total,PSS_total,COHS_routine,COHS_automaticity,CESD_total
102,19,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,3,3,2,2,3,3,1,2,1,3,2,2,3,3,2,2,3,3,4,3,2,2,3,3,1,2,3,3,2,1,1,3,4,2,3,1,3,2,2,3,4,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,NA,4,3,NA,2,3,1,1,3,NA,1,3,NA,2,2,2,2,2,2,1,2,2,1,1,2,1,2,4,3,3,3,2,2,2,2,1,4,2,1,4,2,1,2,3,2,1,1,1,2,2,1,1,1,1,2,3,2,2,1,1,1,1,2,1,2,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,3,2,5,4,2,2,2,3,2,3,3,4,4,4,2,4,2,2,2,4,4,2,3,2,3,2,3,3,3,3,2,4,2,3,3,3,4,2,2,4,4,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,3,3,3,2,3,3,4,3,4,4,3,4,4,3,1,0,1,2,2,2,1,2,0,1,1,1,1,2,0,1,1,1,1,1,31,23,23,33,2,2.363636364,1,2,3,35,10,10,15,1,1,0,0,30,5,9,6,4,4,2,35,3,8,7,7,5,5,58,47,35,50,29,22
103,20,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,1,1,3,1,1,1,4,1,1,1,1,3,1,1,1,1,2,4,1,1,1,1,1,1,3,1,2,1,3,3,1,1,1,1,1,1,1,1,1,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,3,4,NA,4,3,4,3,3,NA,1,3,NA,3,3,3,3,4,2,3,4,1,1,2,1,1,2,2,2,2,1,0,1,2,0,3,4,0,0,1,0,1,3,0,0,1,2,1,1,5,3,0,0,0,3,4,3,0,4,4,2,0,5,0,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,2,3,5,5,5,4,4,3,4,4,2,4,4,5,4,2,5,3,5,3,4,4,1,4,2,3,1,4,2,3,2,2,4,2,3,3,2,3,2,2,4,4,1,4,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,5,5,4,3,2,3,3,3,5,4,2,1,0,2,1,0,2,1,1,2,1,1,3,3,2,3,0,2,2,2,24,11,12,19,2,3.181818182,4,2.8,3.4,37,15,13,9,3,2,0,1,44,7,15,6,8,8,0,20,5,8,0,4,1,2,53,26,37,65,36,31
104,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,1,2,4,1,3,3,1,1,1,2,2,3,1,2,1,1,1,4,1,2,2,3,1,2,4,3,1,2,1,3,1,2,1,3,1,4,1,1,4,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,2,NA,1,2,NA,1,2,NA,1,2,NA,1,3,3,1,2,2,4,4,2,4,4,3,4,4,5,4,5,5,2,4,2,3,3,3,3,4,3,3,3,3,3,4,2,1,3,3,3,3,3,1,3,3,3,4,3,4,3,2,3,4,2,4,5,5,2,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,4,4,3,2,2,4,2,1,1,4,1,4,4,4,4,4,3,2,1,4,1,4,1,5,2,4,4,2,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,4,4,4,3,4,4,2,2,2,3,2,2,2,2,1,3,2,1,2,2,1,2,2,2,1,2,33,20,25,16,0,1.6,NA,1,2.2,59,11,25,23,7,2,2,3,63,13,18,10,6,12,4,52,9,9,8,7,12,7,61,61,40,58,21,38
105,23,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,1,1,1,3,1,1,2,3,1,1,4,1,3,2,4,3,1,1,1,2,2,3,3,2,4,3,1,1,4,3,3,2,2,3,1,1,4,4,1,4,4,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,1,4,1,2,2,2,3,1,3,1,1,3,3,3,2,2,2,1,2,1,2,4,1,1,4,2,1,2,2,2,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,4,2,1,1,1,1,3,1,1,1,1,2,1,2,1,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,1,1,2,1,1,3,3,1,2,4,1,4,3,2,1,1,1,1,3,2,3,2,2,1,3,2,2,1,1,2,2,2,2,1,2,2,3,2,3,3,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,3,2,4,2,2,2,2,4,3,3,0,1,0,1,0,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,31,33,14,21,6,1.933333333,2,2.2,1.6,35,12,12,11,7,4,1,2,30,6,10,3,4,5,2,9,0,4,3,1,1,0,40,33,27,36,19,16
106,27,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,4,3,1,2,4,1,3,1,4,1,1,2,2,1,1,4,4,1,1,4,1,4,4,4,3,2,2,3,3,2,4,4,3,2,2,3,1,1,2,2,1,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,NA,3,4,NA,4,4,3,2,1,NA,1,1,NA,1,3,3,3,4,3,3,3,3,3,3,1,1,4,4,4,4,4,0,2,3,2,0,3,2,1,3,3,4,2,3,0,3,0,4,2,4,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,4,4,3,4,2,4,4,2,3,4,2,2,4,4,4,3,2,4,4,2,4,4,4,5,5,1,3,2,3,1,4,3,3,2,2,3,3,3,3,2,3,3,4,3,4,3,3,3,3,2,3,3,2,2,2,3,3,2,3,2,2,3,2,3,2,5,5,4,2,3,5,2,2,3,4,2,0,1,2,2,2,2,2,0,0,2,0,0,3,1,0,3,3,2,2,27,34,24,24,2,2.545454545,3,2.2,2.8,53,16,17,20,3,2,0,1,28,5,9,3,4,4,3,37,8,7,5,9,3,5,55,51,35,53,41,29
107,24,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,1,3,2,2,3,1,1,2,1,4,4,2,1,3,4,4,1,3,2,4,2,1,1,3,1,1,1,1,2,4,3,3,2,1,1,3,1,1,1,1,3,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,1,3,3,4,3,2,2,4,2,1,2,2,4,3,1,1,2,2,3,1,1,1,3,1,1,2,2,1,1,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,3,0,4,2,2,1,1,2,1,2,1,1,1,1,1,2,1,4,3,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,2,0,0,0,2,5,2,2,1,3,4,4,2,2,1,3,4,2,4,1,4,3,1,2,1,2,2,5,2,3,5,1,2,2,2,2,3,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,4,2,3,1,2,2,1,1,2,2,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,17,23,21,34,2,2.733333333,2.6,2.4,3.2,27,9,11,7,10,5,2,3,33,5,10,5,2,8,3,8,3,0,1,2,0,2,29,26,20,52,20,10
108,21,F,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,2,3,1,1,2,4,3,1,4,4,1,1,2,4,1,1,1,1,1,1,3,1,2,4,3,1,2,4,1,1,1,3,1,1,1,4,1,1,1,1,4,3,4,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2,3,2,1,3,2,4,2,2,4,1,2,1,3,4,5,3,3,4,1,1,1,1,2,1,1,3,4,5,4,4,2,2,3,0,1,2,3,1,3,0,1,2,3,1,3,0,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,3,0,3,2,0,2,3,0,0,0,3,0,2,0,3,0,2,3,3,0,2,2,3,0,2,0,4,4,5,5,4,5,4,5,5,5,5,4,4,5,5,4,4,5,5,4,4,4,5,4,5,5,5,2,3,3,2,2,2,3,2,4,2,2,4,3,4,3,2,4,4,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,3,4,2,2,4,2,2,4,2,1,0,1,1,2,1,1,2,0,2,1,1,0,1,0,1,0,1,1,1,43,19,10,20,5,2.266666667,2.4,2.4,2,47,19,8,20,38,20,10,5,26,7,7,3,3,4,2,30,3,6,8,9,4,0,57,37,28,71,52,18
109,18,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,1,2,2,1,1,1,4,1,3,2,4,1,4,2,2,1,1,2,4,2,2,3,3,2,2,3,1,2,2,3,3,2,1,3,4,1,2,1,1,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,4,NA,4,3,4,1,1,NA,1,1,NA,3,3,1,4,4,2,3,4,3,2,3,1,1,2,2,2,2,3,1,1,2,0,1,1,1,1,2,0,1,1,2,0,1,0,1,1,4,1,1,1,2,2,1,2,1,2,1,2,1,3,1,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,4,3,4,5,2,3,4,4,4,2,2,3,2,4,4,4,2,3,2,5,3,4,2,2,4,3,4,2,2,3,3,2,3,2,3,4,2,1,2,2,4,2,3,3,3,2,3,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,3,4,3,2,2,1,3,2,1,1,0,0,2,0,1,1,1,0,0,1,1,0,0,0,1,2,1,0,1,25,24,18,32,1,2.272727273,4,2,2.2,42,14,17,11,5,1,1,3,35,7,11,5,2,8,2,17,3,3,4,5,2,0,51,26,23,54,34,13
110,19,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,4,1,1,4,4,1,1,2,1,1,2,2,3,3,2,2,3,1,4,1,2,2,3,1,2,2,1,1,4,1,3,3,2,2,1,1,3,4,2,1,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,4,1,1,1,1,1,1,1,4,1,2,2,2,3,2,1,1,2,2,3,4,3,4,2,3,0,2,2,0,0,0,0,0,2,0,1,1,0,2,2,0,0,1,4,2,0,0,2,2,2,3,3,1,2,1,2,2,1,3,3,2,1,1,3,0,3,0,0,0,0,0,0,0,3,0,1,0,3,1,0,0,1,0,0,2,2,0,0,0,3,2,5,2,2,4,4,5,5,4,5,3,2,2,3,5,5,4,5,5,4,4,4,5,5,5,3,1,3,3,1,2,3,2,2,2,1,2,4,3,4,3,4,3,2,2,4,2,1,3,2,3,2,3,1,2,2,4,3,2,4,2,4,2,2,2,1,3,2,3,2,1,3,1,2,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,29,24,23,16,1,1.333333333,1.6,1.2,1.2,41,11,14,16,19,11,3,2,37,6,11,8,4,8,0,13,1,2,0,6,4,0,51,47,20,55,50,6
111,28,F,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,1,1,1,1,1,1,4,1,1,1,4,1,2,1,3,4,2,1,1,1,1,2,1,1,3,2,2,1,4,2,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,5,4,3,3,4,5,5,1,5,4,3,5,5,4,4,5,5,3,2,2,3,0,3,3,0,3,2,3,4,2,0,3,3,3,3,4,4,0,1,3,2,3,1,1,1,1,4,1,4,1,4,2,3,3,1,3,2,2,1,2,3,3,1,1,2,3,2,3,0,3,3,3,2,2,1,1,3,3,1,0,0,3,2,1,1,1,2,1,4,1,2,1,3,1,2,4,1,3,1,1,4,4,1,1,1,2,2,3,3,2,4,4,3,4,1,2,1,4,3,2,3,2,3,4,1,2,2,1,2,3,2,4,3,2,3,3,3,3,4,1,1,2,3,3,2,3,2,3,2,2,3,2,3,4,1,1,2,2,2,3,3,3,3,3,3,3,0,1,3,2,3,3,0,3,3,3,1,3,12,15,16,28,8,1.133333333,1,1.2,1.2,70,19,28,23,50,29,7,11,44,10,16,4,4,9,1,42,6,10,8,8,2,8,51,52,22,34,19,48
112,47,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,1,2,2,1,3,2,1,3,1,1,3,1,1,5,5,5,5,3,1,1,1,3,4,1,1,1,1,3,2,1,1,1,4,4,0,1,3,0,4,2,2,1,3,0,4,2,3,0,4,1,2,1,2,1,4,1,3,4,5,3,1,1,1,4,2,1,4,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,5,5,1,5,5,2,5,1,1,5,1,5,2,5,5,1,5,4,1,5,1,5,1,5,1,3,5,3,4,3,4,1,4,1,3,4,3,4,4,4,4,2,3,4,4,1,4,3,3,4,4,2,4,1,2,2,3,3,4,3,4,4,3,4,3,2,3,5,5,5,2,3,5,2,3,5,5,3,0,2,0,2,3,3,1,0,0,3,2,3,3,1,3,3,3,1,3,15,12,13,14,3,1.933333333,1.8,1,3,43,23,12,8,7,3,0,4,47,13,9,5,9,8,3,35,5,2,7,12,1,8,64,61,40,73,17,39
113,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,2,2,1,3,1,2,3,1,4,4,4,4,4,4,1,3,4,4,2,2,3,3,2,2,1,3,4,2,3,3,4,2,1,1,3,4,2,3,4,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,4,1,2,3,1,1,3,1,2,2,1,2,5,4,4,5,2,3,2,3,5,5,2,2,4,4,5,4,5,0,0,0,0,3,3,0,0,0,0,0,3,1,0,0,0,0,1,5,2,1,1,2,4,3,4,1,3,1,1,1,3,1,3,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,2,2,3,2,2,2,3,2,2,1,4,2,2,3,3,2,5,3,3,2,3,3,3,4,4,3,3,3,3,2,3,3,3,3,1,2,4,3,2,3,2,3,3,3,1,3,2,3,3,2,2,3,3,3,2,3,3,3,4,5,5,4,4,5,4,4,3,4,3,2,3,2,3,3,3,2,1,1,2,2,3,3,0,2,2,3,3,2,28,28,30,33,3,2.066666667,1,2,3.2,64,20,22,22,2,1,0,1,46,8,14,9,4,9,2,11,3,7,1,0,0,0,58,52,42,36,23,45
114,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,4,1,2,2,1,1,2,2,1,1,4,2,1,1,2,2,1,1,1,2,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,NA,4,2,1,1,2,NA,1,3,NA,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,0,2,2,0,1,0,1,0,2,0,1,0,2,1,1,0,0,0,3,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,4,2,4,1,3,4,4,3,1,2,1,3,2,3,3,4,4,3,5,3,3,3,3,2,3,4,2,2,2,3,1,4,2,2,1,2,2,3,2,4,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,3,3,3,4,4,3,2,3,1,0,0,2,1,1,1,3,0,1,0,1,0,1,0,2,0,0,0,0,13,20,22,14,0,1.909090909,1,2,2,20,5,9,6,5,3,0,1,27,5,9,4,3,4,2,13,2,0,3,5,3,0,43,30,29,51,29,14
115,25,F,Oui,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,1,1,1,2,2,1,1,3,2,3,1,2,2,1,1,2,1,1,1,4,1,2,2,1,1,2,2,3,1,4,1,1,1,4,1,1,1,3,2,2,3,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,NA,2,2,NA,4,4,1,2,4,NA,1,3,NA,1,3,3,2,3,3,2,3,1,2,2,3,2,5,2,4,4,3,2,4,4,0,2,1,3,2,4,0,3,2,3,2,3,0,3,0,5,4,4,1,2,5,4,4,1,4,4,3,2,4,2,5,4,1,3,2,3,1,2,0,0,1,2,0,1,2,3,0,3,0,3,1,2,2,2,2,1,2,3,0,2,0,4,4,1,4,1,4,4,3,4,4,2,2,4,4,4,2,2,5,2,4,3,4,3,4,2,2,4,3,4,3,3,1,3,3,3,4,3,2,4,4,3,3,3,2,3,3,4,4,4,4,3,4,2,3,3,3,3,4,3,3,4,3,3,4,3,3,3,5,5,5,4,5,5,3,5,5,4,0,1,1,3,2,2,2,3,2,2,3,2,2,2,1,2,1,1,1,1,19,18,28,12,5,2.545454545,1,2,3.4,47,14,15,18,38,21,6,8,64,14,16,10,8,11,5,38,8,3,8,11,8,0,61,66,46,61,25,34
116,19,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,4,1,2,3,3,1,2,4,4,2,2,3,3,2,4,4,3,2,4,1,2,3,4,2,2,3,3,4,2,3,3,2,2,4,4,3,4,4,4,4,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,3,3,1,3,3,4,2,3,2,2,3,1,2,5,2,1,4,3,5,2,1,1,2,3,3,1,1,2,3,3,0,2,0,2,1,3,2,1,0,1,2,3,2,0,0,4,1,1,4,3,1,3,3,2,4,2,1,4,4,3,2,4,1,5,4,1,1,1,3,1,3,0,3,0,0,1,0,0,3,0,3,0,3,3,0,0,1,2,2,0,1,0,0,1,4,4,3,3,2,4,5,3,2,3,1,4,3,1,2,1,3,3,1,5,3,4,2,3,1,4,2,1,2,1,3,1,2,3,3,2,2,3,3,3,3,2,2,2,4,1,4,2,2,3,2,2,4,4,2,2,2,2,2,3,3,2,2,2,4,2,2,4,4,3,4,3,3,4,4,4,5,1,3,1,2,2,3,1,3,1,2,1,2,1,2,1,2,3,2,1,1,39,28,20,42,7,2.4,1.8,2.4,3,42,15,17,10,30,10,6,11,53,11,13,5,8,12,4,25,4,7,4,0,3,7,47,49,38,53,23,35
117,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,1,3,4,2,3,3,3,2,1,1,4,2,1,3,1,1,3,1,2,4,4,2,1,3,2,4,3,4,2,1,3,3,4,2,1,1,1,2,4,1,4,2,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,2,3,1,4,3,1,1,3,1,1,2,1,2,3,1,1,2,2,4,4,4,1,1,1,1,3,3,3,3,3,0,0,2,0,0,1,0,0,1,0,0,0,3,0,2,0,0,0,5,2,1,2,1,1,2,1,1,2,2,4,1,3,1,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,2,4,3,5,1,2,2,2,4,4,3,4,2,5,2,4,3,3,2,5,4,3,4,1,3,2,2,2,2,2,2,3,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,4,4,4,3,4,4,3,4,4,4,1,0,0,2,2,2,2,3,1,2,1,3,1,0,0,2,0,1,0,2,21,23,27,33,5,2,1,2,3,40,9,16,15,1,0,0,1,37,9,12,3,4,6,3,9,0,1,3,5,0,0,36,31,38,51,33,25
118,25,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,3,4,1,2,1,4,1,1,1,1,1,2,3,1,1,4,1,4,2,4,1,2,1,4,1,1,1,1,1,2,4,4,1,4,1,1,1,1,2,1,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,3,NA,NA,3,NA,1,2,NA,1,1,NA,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,3,3,2,3,1,1,1,1,4,4,4,3,4,4,2,2,2,2,2,1,3,2,3,3,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,3,2,2,2,1,1,2,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,22,25,11,33,1,1.777777778,NA,1,2.4,19,5,9,5,1,0,0,1,26,5,9,3,4,3,2,10,0,3,0,7,0,0,37,37,19,45,23,5
119,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,1,2,4,1,1,3,2,1,1,2,2,3,3,2,4,1,3,2,1,2,2,3,1,2,1,3,1,2,2,3,1,2,2,1,1,1,4,2,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,1,3,2,1,1,2,1,3,2,1,4,2,1,2,1,1,3,1,1,1,1,1,2,1,3,2,1,2,0,1,1,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,4,2,1,1,1,1,1,2,1,2,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,4,4,4,2,4,1,5,2,3,2,3,3,2,4,2,2,3,1,4,2,1,2,4,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,23,27,20,18,3,1.733333333,1,2.4,1.8,26,7,10,9,3,0,2,1,25,5,7,4,3,4,2,8,0,2,3,2,1,0,26,20,16,50,26,3
