sub,Age,Genre,Langue[1],Langue[2],Langue[3],lateralite[1],lateralite[2],lateralite[3],niveauetudes[1],niveauetudes[2],niveauetudes[3],niveauetudes[4],UPPS[1],UPPS[2],UPPS[3],UPPS[4],UPPS[5],UPPS[6],UPPS[7],UPPS[8],UPPS[9],UPPS[10],UPPS[11],UPPS[12],UPPS[13],UPPS[14],UPPS[15],UPPS[16],UPPS[17],UPPS[18],UPPS[19],UPPS[20],UPPS[21],UPPS[22],UPPS[23],UPPS[24],UPPS[25],UPPS[26],UPPS[27],UPPS[28],UPPS[29],UPPS[30],UPPS[31],UPPS[32],UPPS[33],UPPS[34],UPPS[35],UPPS[36],UPPS[37],UPPS[38],UPPS[39],UPPS[40],UPPS[41],UPPS[42],UPPS[43],UPPS[44],UPPS[45],QABB[1],QABB[2],QABB[3],QABB[4],QABB[5],QABB[6],QABB[7],QABB[8],QABB[9],QABB[10],QABB[11],QABB[12],QABB[13],QABB[14],QABB[15],QABB[16],QABB[17],QABB[18],QABB[19],PMPUQSV[1],PMPUQSV[2],PMPUQSV[3],PMPUQSV[4],PMPUQSV[5],PMPUQSV[6],PMPUQSV[7],PMPUQSV[8],PMPUQSV[9],PMPUQSV[10],PMPUQSV[11],PMPUQSV[12],PMPUQSV[13],PMPUQSV[14],PMPUQSV[15],PCLS[1],PCLS[2],PCLS[3],PCLS[4],PCLS[5],PCLS[6],PCLS[7],PCLS[8],PCLS[9],PCLS[10],PCLS[11],PCLS[12],PCLS[13],PCLS[14],PCLS[15],PCLS[16],PCLS[17],OCIR[1],OCIR[2],OCIR[3],OCIR[4],OCIR[5],OCIR[6],OCIR[7],OCIR[8],OCIR[9],OCIR[10],OCIR[11],OCIR[12],OCIR[13],OCIR[14],OCIR[15],OCIR[16],OCIR[17],OCIR[18],IAT[1],IAT[2],IAT[3],IAT[4],IAT[5],IAT[6],IAT[7],IAT[8],IAT[9],IAT[10],IAT[11],IAT[12],IAT[13],IAT[14],IAT[15],IAT[16],IAT[17],IAT[18],IAT[19],IAT[20],EAT26[1],EAT26[2],EAT26[3],EAT26[4],EAT26[5],EAT26[6],EAT26[7],EAT26[8],EAT26[9],EAT26[10],EAT26[11],EAT26[12],EAT26[13],EAT26[14],EAT26[15],EAT26[16],EAT26[17],EAT26[18],EAT26[19],EAT26[20],EAT26[21],EAT26[22],EAT26[23],EAT26[24],EAT26[25],EAT26[26],COHS[1],COHS[2],COHS[3],COHS[4],COHS[5],COHS[6],COHS[7],COHS[8],COHS[9],COHS[10],COHS[11],COHS[12],COHS[13],COHS[14],COHS[15],COHS[16],COHS[17],COHS[18],COHS[19],COHS[20],COHS[21],COHS[22],COHS[23],COHS[24],COHS[25],COHS[26],COHS[27],STAIT[1],STAIT[2],STAIT[3],STAIT[4],STAIT[5],STAIT[6],STAIT[7],STAIT[8],STAIT[9],STAIT[10],STAIT[11],STAIT[12],STAIT[13],STAIT[14],STAIT[15],STAIT[16],STAIT[17],STAIT[18],STAIT[19],STAIT[20],STAIS[1],STAIS[2],STAIS[3],STAIS[4],STAIS[5],STAIS[6],STAIS[7],STAIS[8],STAIS[9],STAIS[10],STAIS[11],STAIS[12],STAIS[13],STAIS[14],STAIS[15],STAIS[16],STAIS[17],STAIS[18],STAIS[19],STAIS[20],PSS[1],PSS[2],PSS[3],PSS[4],PSS[5],PSS[6],PSS[7],PSS[8],PSS[9],PSS[10],CESD[1],CESD[2],CESD[3],CESD[4],CESD[5],CESD[6],CESD[7],CESD[8],CESD[9],CESD[10],CESD[11],CESD[12],CESD[13],CESD[14],CESD[15],CESD[16],CESD[17],CESD[18],CESD[19],CESD[20],UPPS_urgency,UPPS_premeditation,UPPS_perseverance,UPPS_sensation,QABB_total,PMPUQSV_total,PMPUQSV_dangerous,PMPUQSV_prohibited,PMPUQSV_dependant,PCLS_total,PCLS_intrusion,PCLS_evitement,PCLS_hyperstimulation,EAT26_total,EAT26_dieting,EAT26_bulimia,EAT26_oral_control,IAT_total,IAT_salience,IAT_excessive_use,IAT_neglect_work,IAT_anticipation,IAT_lack_control,IAT_neglect_social_life,OCIR_total,OCIR_Washing,OCIR_obsessing,OCIR_hoarding,OCIR_ordering,OCIR_checking,OCIR_neutralising,STAIT_total,STAIS_total,PSS_total,COHS_routine,COHS_automaticity,CESD_total
29,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,1,1,3,3,1,1,1,4,1,1,1,4,1,1,3,3,1,4,1,1,1,4,1,2,1,3,2,1,3,4,1,1,1,4,1,1,2,1,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,3,1,4,4,1,3,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,2,3,0,1,0,1,2,2,0,1,0,4,1,0,4,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,4,3,5,2,4,4,2,5,5,3,4,4,3,5,3,4,5,4,4,4,4,2,4,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,23,14,11,44,9,1.933333333,1,2,2.8,18,5,8,5,4,1,2,1,15,2,6,1,1,1,4,26,3,1,4,8,7,3,25,24,19,68,36,8
30,41,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,1,3,1,4,1,1,1,4,1,1,2,2,1,1,2,4,1,3,4,1,2,4,3,3,2,4,1,1,2,4,1,1,2,2,1,1,1,4,2,1,1,4,3,3,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,2,3,1,2,3,3,3,1,1,4,4,1,2,1,1,3,2,2,2,3,1,1,2,1,3,2,1,1,1,2,1,1,0,1,3,0,2,2,1,1,2,0,1,0,2,0,2,0,0,0,5,4,1,1,2,1,5,2,2,2,1,1,2,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1,1,3,2,2,5,5,1,3,2,3,2,5,3,1,2,3,1,5,4,2,2,1,1,4,4,2,3,3,3,2,3,3,1,2,2,2,3,3,2,2,2,2,2,3,3,3,2,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,5,2,2,3,2,2,4,4,1,1,0,1,1,1,1,1,0,0,0,1,1,2,0,1,0,1,1,1,19,36,19,20,13,2.133333333,2.4,1.4,2.6,29,12,11,6,6,4,0,1,37,7,12,5,6,5,2,17,3,2,3,7,2,0,48,59,32,48,24,15
31,25,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,4,1,3,1,2,3,3,1,4,3,4,1,2,3,3,2,2,1,3,4,4,1,2,3,3,1,2,3,3,2,2,3,3,1,2,1,1,1,2,2,1,1,4,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,2,NA,3,3,1,1,3,1,1,2,1,1,4,4,2,4,3,3,1,2,1,4,2,1,5,2,3,4,4,0,2,3,0,1,4,0,0,1,0,1,3,2,0,0,0,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,2,3,3,4,4,2,4,3,2,1,1,2,1,3,2,1,4,2,4,3,3,4,1,3,2,4,2,2,3,2,2,3,2,1,3,2,3,3,2,3,2,2,4,2,3,3,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,4,2,5,2,2,2,2,2,4,1,0,0,0,0,2,0,0,1,0,1,2,1,0,1,0,1,0,1,0,1,29,26,15,32,4,1.714285714,1,1.4,2.6,49,17,14,18,8,4,2,1,23,5,6,3,3,3,3,20,3,9,2,4,2,0,49,28,26,41,31,11
32,22,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,1,3,4,4,1,1,1,2,4,4,4,2,1,4,4,4,1,4,4,4,4,2,1,4,4,2,1,4,4,4,1,3,4,4,1,4,4,4,1,1,4,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,NA,1,3,1,NA,2,1,1,3,1,1,1,3,1,3,2,2,5,3,5,3,4,3,1,3,2,4,1,1,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,3,2,1,1,1,2,1,4,1,1,2,1,1,4,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,2,3,2,2,2,2,4,2,2,3,2,1,2,1,3,2,1,1,4,2,2,2,2,3,4,1,3,2,1,1,2,2,2,1,2,2,2,2,1,3,1,4,2,1,3,1,2,1,2,2,2,1,1,2,1,2,3,1,1,3,2,4,1,1,3,2,2,2,5,3,3,2,1,3,1,1,0,0,0,3,1,1,1,3,0,1,1,1,0,0,0,1,0,2,0,0,16,33,37,43,3,1.538461538,1,2.4,1,46,11,24,11,4,3,0,1,36,5,13,7,3,6,2,8,0,5,0,0,3,0,38,37,23,30,29,15
33,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,2,2,1,3,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,1,3,2,2,1,1,2,2,3,1,2,2,1,1,1,2,2,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,NA,3,1,4,3,1,2,2,1,1,3,1,4,3,3,1,3,2,3,1,1,1,2,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,2,0,0,2,1,0,2,0,0,0,5,4,1,1,2,4,2,4,2,2,4,1,1,4,2,4,4,2,1,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,4,4,4,3,4,5,4,4,5,2,4,4,4,4,3,4,4,2,2,5,2,2,4,5,3,1,4,1,2,2,1,2,2,1,2,1,1,3,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,3,1,1,2,2,2,1,2,2,2,3,2,3,3,4,1,2,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,15,22,18,21,1,2.214285714,1,2.75,3,27,12,10,5,9,4,1,3,51,7,16,10,6,10,2,10,0,3,1,5,1,0,32,34,26,59,37,6
34,23,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,1,1,1,4,2,1,1,1,4,1,3,2,1,1,1,4,4,1,1,2,3,4,1,1,3,4,1,3,3,4,1,1,1,2,2,1,1,1,2,1,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,3,2,1,1,1,NA,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,2,1,1,1,2,2,2,1,1,1,1,0,2,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,2,2,4,3,4,2,1,2,4,3,4,2,2,2,4,2,4,1,2,2,2,3,4,3,1,2,2,2,1,2,3,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,2,3,3,2,2,2,2,3,2,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,19,20,28,22,0,1.428571429,1.5,1.4,1.4,22,8,7,7,2,0,0,2,27,2,9,5,3,6,2,3,0,1,0,1,1,0,34,23,24,46,28,10
35,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,4,2,3,1,3,4,1,3,2,4,3,4,4,4,3,1,1,4,2,2,1,1,4,4,3,1,2,2,1,1,2,2,1,3,1,4,4,3,4,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,2,3,NA,3,3,3,2,3,NA,1,1,NA,1,1,1,1,2,2,1,1,3,1,1,1,2,1,2,1,1,1,1,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,3,3,1,1,2,1,3,1,1,1,2,1,1,2,1,3,4,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,4,4,2,4,3,4,4,3,4,3,3,2,3,3,2,3,2,2,4,4,4,3,3,2,2,3,2,2,3,1,2,2,2,3,3,3,1,2,2,2,2,3,2,1,2,2,2,3,1,3,1,2,2,4,1,2,2,3,1,3,2,3,2,4,1,2,3,1,3,2,3,1,0,0,1,1,0,1,0,2,0,0,1,1,1,2,0,1,1,1,0,0,27,34,25,27,2,2.181818182,3,1.8,2.4,23,7,10,6,2,2,0,0,35,6,10,3,5,9,2,10,0,2,3,3,2,0,45,42,22,52,35,13
36,27,F,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,4,1,1,4,4,1,1,1,2,1,4,4,2,1,3,4,4,1,4,4,3,4,2,1,4,1,2,1,3,2,2,1,4,4,1,1,4,1,2,1,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,NA,3,3,4,NA,3,NA,3,4,NA,1,5,4,3,1,1,3,3,4,1,3,5,5,5,5,1,4,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,3,0,1,3,1,1,1,1,1,1,1,4,5,4,3,2,2,1,5,4,1,5,1,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,2,0,5,5,1,3,1,2,5,5,1,5,4,5,1,5,5,1,2,1,1,5,1,5,1,5,1,4,5,2,2,3,2,3,2,1,3,1,3,2,1,3,1,3,3,1,2,1,1,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,2,3,4,3,4,5,5,1,5,4,4,0,0,0,0,2,2,2,2,0,1,1,2,1,1,1,2,1,1,2,1,12,26,29,38,0,2.4,4,2,2.4,54,14,24,16,12,5,1,6,47,16,8,6,5,10,2,10,0,3,0,2,0,5,40,46,38,64,21,22
37,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,4,2,2,3,4,3,2,3,1,2,4,3,4,2,2,1,3,4,4,2,2,3,4,4,4,3,1,4,2,3,4,2,2,3,1,3,2,2,1,4,4,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,NA,3,2,3,NA,NA,4,1,1,NA,1,4,3,3,4,5,3,1,1,1,4,1,1,2,2,3,3,3,2,3,3,0,2,2,3,2,3,1,2,3,3,2,3,0,2,1,5,3,1,1,2,3,3,3,4,4,2,1,1,1,2,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,5,2,4,5,5,5,4,5,5,3,5,5,4,5,5,3,4,3,4,4,3,3,4,4,3,3,2,3,1,3,2,4,3,3,1,4,3,4,2,2,2,2,3,2,1,1,2,4,2,2,2,2,1,1,3,2,1,3,1,1,3,3,2,2,3,4,5,3,4,4,2,4,4,5,2,0,2,2,2,3,2,3,0,1,1,2,0,1,0,2,0,2,1,1,31,26,28,35,4,2,2.666666667,1.5,2,44,19,12,13,1,0,0,1,47,9,13,10,5,8,2,37,6,6,8,9,7,1,52,39,38,68,42,27
38,27,F,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,2,3,1,1,2,3,1,1,2,3,3,4,2,1,1,4,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,NA,1,3,1,2,2,1,1,2,NA,1,1,NA,1,3,2,2,1,1,2,3,2,2,2,1,3,3,2,2,1,1,2,1,3,1,2,3,3,1,1,0,1,1,3,1,2,2,1,1,3,2,0,1,0,2,1,2,1,3,3,1,1,2,1,3,2,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,4,3,4,5,1,3,4,3,2,5,3,4,2,2,4,2,2,4,3,4,3,4,4,4,3,5,4,2,2,1,2,1,2,3,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,3,2,3,2,3,3,3,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,21,22,21,14,8,1.416666667,1,1.2,1.8,33,9,15,9,10,4,4,2,31,7,9,5,4,5,1,29,4,5,8,6,3,3,34,21,30,58,33,11
39,20,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,4,1,1,1,4,1,2,1,4,2,2,1,4,1,2,1,4,2,4,1,1,1,4,2,2,1,4,2,2,1,4,2,4,1,4,1,2,4,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,1,4,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,3,0,1,0,1,0,3,0,1,0,2,0,2,1,0,0,2,2,0,2,1,2,1,2,0,2,1,0,0,2,1,2,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,2,1,4,4,4,3,4,4,4,5,2,2,5,4,5,2,4,1,5,2,1,1,2,3,1,4,1,1,2,1,1,2,1,1,1,2,2,2,2,3,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,3,3,2,2,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,24,15,47,0,1.933333333,2.4,1.8,1.6,17,5,7,5,6,6,0,0,24,4,8,4,2,4,2,16,2,0,3,8,2,1,31,25,19,51,31,3
40,21,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,4,3,1,1,1,3,3,1,2,1,1,1,1,3,4,2,2,1,3,4,4,1,4,3,4,1,1,1,3,2,4,3,3,1,2,1,3,4,1,2,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,4,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,3,3,3,1,3,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,4,1,0,1,0,0,3,0,4,2,0,0,2,0,4,3,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,5,4,2,1,1,4,4,3,1,3,1,3,3,3,5,1,2,5,1,4,3,2,3,4,4,5,5,2,2,2,1,1,3,3,2,1,2,1,2,3,2,1,2,1,1,3,2,1,2,2,1,1,2,1,1,2,1,2,3,1,1,2,1,3,1,2,1,2,3,3,4,3,4,4,3,4,3,1,0,0,1,2,1,0,1,0,0,2,1,1,0,0,1,1,1,0,1,29,24,18,36,0,1.4,2,1.2,1,28,8,7,13,9,2,2,4,31,4,13,3,2,8,1,6,0,0,2,3,1,0,37,31,33,57,25,14
41,19,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,2,3,1,2,1,3,1,4,1,1,1,4,1,3,1,2,2,3,1,4,1,4,1,4,3,2,1,4,1,4,1,4,1,2,1,1,1,3,1,1,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,3,NA,3,3,2,2,3,NA,1,2,NA,2,2,1,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,0,1,2,1,1,1,0,1,2,2,0,0,0,0,2,5,3,0,1,2,1,4,2,1,5,4,2,2,4,2,4,4,2,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,2,4,4,2,4,4,1,4,2,2,2,4,4,1,2,4,2,3,2,4,4,4,5,4,3,4,3,4,3,4,3,3,4,3,4,3,3,4,2,3,4,4,2,4,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,4,4,3,3,5,3,4,5,5,0,0,1,1,2,1,1,1,1,1,2,2,0,1,0,1,0,1,1,1,36,13,31,16,0,2.272727273,2,1.8,2.8,23,9,8,6,4,2,1,1,54,13,18,4,8,10,1,15,2,6,3,2,2,0,67,43,39,39,44,18
42,25,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,3,1,4,2,3,3,3,2,3,1,4,4,1,3,2,4,1,1,2,1,4,4,3,1,2,2,3,3,2,4,1,1,2,2,3,3,3,2,4,3,3,1,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3,2,2,2,2,3,3,3,2,2,2,3,1,2,3,4,2,3,3,2,2,2,2,2,2,2,2,3,3,0,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,4,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,3,4,2,1,3,3,1,2,4,4,1,3,3,2,2,3,2,4,4,1,4,2,2,3,3,2,2,2,4,3,3,3,2,2,1,4,1,3,3,2,1,2,2,3,4,4,2,3,3,3,3,2,2,1,2,1,1,1,2,2,3,2,1,2,2,2,0,3,3,3,3,28,32,28,24,4,2.333333333,2.4,2.4,2.2,40,12,16,12,43,23,9,9,48,11,11,7,5,7,7,20,3,3,2,5,4,3,53,48,29,44,31,38
43,21,F,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,4,1,3,2,2,1,3,1,4,1,3,2,2,1,4,2,4,1,3,2,4,2,2,1,3,2,2,1,1,2,2,3,3,2,2,1,3,1,2,2,1,4,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,1,3,NA,4,3,3,1,1,NA,1,3,NA,2,3,3,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,0,1,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,2,3,1,2,1,2,1,1,1,3,2,2,1,2,1,2,2,1,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,4,4,4,4,4,5,3,1,2,4,1,2,3,4,3,4,2,4,1,1,2,4,4,4,4,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,2,4,2,3,2,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,15,28,18,37,2,2.272727273,3,1.8,2.6,27,11,10,6,6,5,0,1,33,8,10,4,3,5,3,11,1,0,2,5,1,2,46,38,28,49,35,6
44,21,F,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,1,1,3,1,1,1,4,1,1,1,1,1,1,1,3,1,1,3,1,1,4,1,1,1,4,1,1,1,4,1,1,4,3,1,1,1,1,1,1,1,1,4,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,3,2,4,4,3,3,5,4,3,5,3,3,2,2,1,1,3,0,0,2,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,0,0,1,1,2,3,3,3,0,2,2,1,0,1,2,2,2,2,2,2,3,3,1,3,4,1,4,2,2,4,1,1,1,1,4,2,4,4,1,3,5,1,3,1,4,1,1,1,4,5,3,3,2,2,1,3,4,3,3,3,2,3,3,2,3,3,2,2,3,2,2,3,2,2,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,2,3,1,5,3,2,4,3,2,3,1,2,1,3,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,22,11,10,35,2,1.266666667,1.6,1,1.2,54,13,26,15,43,23,10,9,23,5,6,3,4,3,2,13,0,3,3,5,1,1,52,52,28,53,15,30
45,30,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,1,1,1,2,3,1,1,2,3,1,1,2,3,1,2,2,3,1,1,1,1,2,3,1,2,2,3,1,2,1,3,1,2,1,3,1,1,2,2,3,4,4,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,1,1,3,1,2,3,1,1,3,1,1,2,1,1,2,1,1,2,3,3,3,1,2,3,2,3,2,4,2,3,3,0,3,3,1,0,4,1,0,2,0,0,3,1,0,3,0,1,1,3,2,1,0,2,1,3,2,1,3,2,1,1,2,1,2,3,3,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,2,4,2,4,4,1,2,3,2,4,4,4,4,2,5,2,1,4,1,4,2,4,2,4,5,2,3,3,2,2,4,3,3,4,3,4,4,3,1,2,3,4,3,3,4,3,2,3,4,3,2,4,3,2,3,3,3,3,2,3,3,4,2,3,3,3,4,5,3,3,5,3,3,5,5,1,0,1,1,1,2,1,2,0,2,1,2,2,2,0,2,1,2,1,2,35,20,14,15,5,1.666666667,1,1.2,2.8,40,9,17,14,8,5,1,2,35,7,11,4,5,7,1,23,1,8,2,8,3,1,60,58,39,63,21,26
46,21,M,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,2,1,3,2,2,3,3,1,2,3,4,1,2,1,4,1,2,1,1,2,4,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,4,1,2,4,1,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,3,NA,2,3,1,1,2,NA,1,4,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,1,2,2,0,1,1,0,2,2,0,2,1,2,0,1,0,0,0,4,4,1,2,1,1,2,1,1,2,2,3,3,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,3,2,3,5,5,5,1,4,2,3,4,4,4,1,2,3,4,1,3,4,4,3,5,4,2,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,3,1,2,1,2,2,1,1,3,2,2,2,1,2,2,2,2,3,2,2,2,1,2,1,2,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,17,23,15,30,1,2,1,1.2,3,24,5,7,12,1,0,0,1,37,11,12,3,4,4,3,17,3,2,3,5,4,0,34,33,19,51,40,12
